web-scraper-order,web-scraper-start-url,pages,pages-href,ads,ads-href,title,amount,location,Unit Type,Bedrooms,description,size
"1585065177-191","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Highland Park","https://www.kijiji.ca/v-apartments-condos/calgary/highland-park/1485116708","Highland Park","$1,000.00","115 41 Ave NW, Calgary, AB T2K 0G7, Canada(View Map)","null","null","This beautiful very bright home close to all the amenities, bus stop, shopping center, Sait, and more is ready for you to enjoy.","900"
"1585064701-69","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2  Bedroom Unit Rosscarrock SW Available May 1","https://www.kijiji.ca/v-apartments-condos/calgary/2-bedroom-unit-rosscarrock-sw-available-may-1/1492707569","2  Bedroom Unit Rosscarrock SW Available May 1","$1,100.00","3919 12 Ave SW, Calgary, AB T3C 0S9, Canada(View Map)","null","null","Two bedroom, one bathroom suite in Rosscarrock is available for lease starting May 1.","1,200"
"1585065844-353","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","15","https://www.kijiji.ca/b-apartments-condos/calgary/page-15/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Apartment for rent (downtown)","https://www.kijiji.ca/v-apartments-condos/calgary/apartment-for-rent-downtown/1490421059","Apartment for rent (downtown)","$900.00","2111 14 St SW, Calgary, AB T2T 3T2, Canada(View Map)","null","null","Condo for Rent on the beltline area, on 14st and close to 17Ave. Walking distance to city bus, school and lots of restaurants and shopping areas.","800"
"1585065165-187","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Well maintained bungalow in Banff Trail","https://www.kijiji.ca/v-apartments-condos/calgary/well-maintained-bungalow-in-banff-trail/1484936491","Well maintained bungalow in Banff Trail","Please Contact","2024 20 Ave NW, Calgary, AB T2M 1H7, Canada(View Map)","null","null","* Well maintained, very clean bungalow with over 3,000 sq. ft of livable space
* Entire main floor newly painted, new window treatments, furnace and hot tank installed
* Energy efficient hot water heating system, allergy friendly
* Lots of natural light on main level. Hardwood floors in living room, dining room and bedrooms. Main floor has 3 large bedrooms and 1.5 baths. Master bedroom has large walk-in closet and 2-piece bath.
* Secondary kitchen (fridge & stove), washer, dryer and freezer in basement plus large carpeted tv room, 2-piece bath and several other large rooms. Great storage throughout home.
* Propane BBQ and patio furniture included in south facing backyard.
* Single car garage plus lots of additional parking on street
* Excellent location: close to highly reputable schools, University, SAIT, Foothills Medical Center and Children’s Hospital, McMahon Stadium and shopping centers. Park and skating rink across the street. Five blocks to Banff Trail C-Train station Quick and easy access to downtown. .
* Monthly rent $2000 plus utilities. One month security deposit required. Minimum one-year lease. No smoking inside house. Small pets only. Available March 1, 2020. Reference and credit checks required","1,600"
"1585064874-113","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Stunning Suites! 2 Bedroom Apartment for Rent","https://www.kijiji.ca/v-apartments-condos/calgary/stunning-suites-2-bedroom-apartment-for-rent/1490980632","Stunning Suites! 2 Bedroom Apartment for Rent","$2,604.00","2107 34 Ave SW, Calgary, AB, T2T 2C5(View Map)","null","null","Welcome to Marda!

RECIEVE NOW!

(1) heated underground parking stall on select suites*
TELUS gigabit internet for a year*
Ask about our Military and First Responders discounts*

Utilities Included:","816"
"1585066516-483","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","11","https://www.kijiji.ca/b-apartments-condos/calgary/page-11/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Royal View Apartments - Two Bedroom Apartment for Rent","https://www.kijiji.ca/v-apartments-condos/calgary/royal-view-apartments-two-bedroom-apartment-for-rent/1463329825","Royal View Apartments - Two Bedroom Apartment for Rent","$1,376.00","1320 16 Avenue SW, Calgary, AB, T3C 3S6(View Map)","null","null","Two Bedroom","900"
"1585064622-47","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2 Bedroom Suite - Corner Suites with Panoramic Views!","https://www.kijiji.ca/v-apartments-condos/calgary/2-bedroom-suite-corner-suites-with-panoramic-views/1466418722","2 Bedroom Suite - Corner Suites with Panoramic Views!","$1,400.00","825 - 8th Ave S.W., Calgary, AB, T2P 2T3(View Map)","null","null","Westview Heights is a family and pet friendly that offers stunning, panoramic views that is ranked third best rental building in Calgary, by rentals.ca! Conveniently located in the core of downtown, it's close to the University of Calgary, SAIT and close to all transit routes. Also, just few blocks away from Safeway and Co-op; close to Kensington, Stephen Avenue and not far from 17th Avenue!","900"
"1585065569-283","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Condo in Marda Loop for rent","https://www.kijiji.ca/v-apartments-condos/calgary/condo-in-marda-loop-for-rent/1489362503","Condo in Marda Loop for rent","$1,300.00","2815 17 St SW #3, Calgary, AB T2T 1J6, Canada(View Map)","null","null","2 bedroom and one bathroom non smoking condo","520"
"1585066416-461","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","11","https://www.kijiji.ca/b-apartments-condos/calgary/page-11/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2 KITCHENS 3 Bdrm 2 Bath  For rent in Bridgeland","https://www.kijiji.ca/v-apartments-condos/calgary/2-kitchens-3-bdrm-2-bath-for-rent-in-bridgeland/1492256165","2 KITCHENS 3 Bdrm 2 Bath  For rent in Bridgeland","$1,650.00","520 4 Ave NE, Calgary, AB T2E 0J8, Canada(View Map)","null","null","All utilities can be included of your choice.","823"
"1585066360-457","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","11","https://www.kijiji.ca/b-apartments-condos/calgary/page-11/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            HELP 4 ME","https://www.kijiji.ca/v-apartments-condos/calgary/help-4-me/1492251165","Wanted: HELP 4 ME","$800.00","102 10 Ave SE, Calgary, AB T2G 0V8, Canada(View Map)","null","null","Mature honest single woman in transition need a helping hand here to get back on my feet","800"
"1585065171-189","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","1-bedroom - 235 15 Ave SW - Executive Manor","https://www.kijiji.ca/v-apartments-condos/calgary/1-bedroom-235-15-ave-sw-executive-manor/1484988540","1-bedroom - 235 15 Ave SW - Executive Manor","$1,050.00","235 15 Ave SW, Calgary, AB T2R 0P6, Canada(View Map)","null","null","Beautiful one bedroom in Victoria Park. Huge west facing balcony, quiet concrete building, recently renovated kitchen, in-suite laundry, and a ton of storage space.","600"
"1585066406-460","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","11","https://www.kijiji.ca/b-apartments-condos/calgary/page-11/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Executive 2 Bdrm 2 Bth in Tuxedo","https://www.kijiji.ca/v-apartments-condos/calgary/executive-2-bdrm-2-bth-in-tuxedo/1492255983","Executive 2 Bdrm 2 Bth in Tuxedo","$1,650.00","2012 1 St NW, Calgary, AB T2M 2T4, Canada(View Map)","null","null","NW Tuxedo Condo on a very quiet street. Top floor, Two bedroom (Total 865sqf). Freshly painted thru out. Looks like new. Comes with stainless steel appliances, in-suite stacked washer&dryer, A/C unit, heated undgerground parking, hardwood floors, tiled baths and laundry, and rich berber carpets. The mastersuite has its own full 4 piece ensuite. Radiant heating throughout unit. Finishing includes maple cabinets and granite countertops. Convenience to shopping, transit and downtown. Must be seen to be appreciated. Call for a showing today!
Addr is 2012-1 St NW, Calgary, AB
AVAILABLE: May 1, 2020 upon application check
TERM: 1 YEAR/NEG
PLEASE CALL STEPHANIE TODAY FOR YOUR OWN PRIVATE VIEWING @ 587-404-3890","865"
"1585064638-52","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","One bedroom basement suite in mission","https://www.kijiji.ca/v-apartments-condos/calgary/one-bedroom-basement-suite-in-mission/1492611258","One bedroom basement suite in mission","$850.00","2123 5 St SW, Calgary, AB T2S 2B5, Canada(View Map)","null","null","I have a one bedroom basement suite for rent April 1st in mission. $850","650"
"1585064765-87","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Top floor penthouse 3 bedroom / 2 bathroom","https://www.kijiji.ca/v-apartments-condos/calgary/top-floor-penthouse-3-bedroom-2-bathroom/1493273592","Top floor penthouse 3 bedroom / 2 bathroom","$2,900.00","3585  21st  SW, Calgary, AB, T2T 5B5(View Map)","null","null","Top floor penthouse 3 bedroom /2 bathroom (en suite master bedroom) condo

How about a new home for the new decade? 
Change your home, change your life, start the 2020s at Mantra Marda Loop, a brand new rental condo in the heart of Marda Loop in Altadore!

Our boutique building of only 33 apartments offers the most convenient location but also the quietest in Marda Loop. Over 100 shops, restaurants, gyms, services and direct bus service to downtown (routes 107 and 7) are conveniently just steps away and just minutes from Mount Royal University. Minutes from Crowchild for ease of getting around town.

Nearby Altadore schools include: Lycée Louis Pasteur, Dr. Oakley School, Altadore School, Central Memorial High school and many more.","Not Available"
"1585066213-435","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Royal View Apartments - Two Bedroom Apartment for Rent","https://www.kijiji.ca/v-apartments-condos/calgary/royal-view-apartments-two-bedroom-apartment-for-rent/1480732717","Royal View Apartments - Two Bedroom Apartment for Rent","$1,304.00","1320 16 Avenue SW, Calgary, AB, T3C 3S6(View Map)","null","null","Two Bedroom","865"
"1585064718-73","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","back alley one car parking and street parking","https://www.kijiji.ca/v-apartments-condos/calgary/back-alley-one-car-parking-and-street-parking/1492754321","back alley one car parking and street parking","$1,100.00","318 33 Ave NE, Calgary, AB T2E 2H8, Canada(View Map)","null","null","highland park Two bedroom leagal suit separate entranca on ground floor with separate furnace and heat control 10 minutes to downtown very easy acess to deefoot trail .mcknight blvd edmonton trail ,centre street. close to all amementies, school ,shopng mall,parks golf course. very quite neibhourhood.1100 plus electricity separate electric meter .water heat included","1,000"
"1585064792-91","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","CALL FOR AVAILABILITY - FURN ALL INCLUSIVE BACHELOR SUITE","https://www.kijiji.ca/v-apartments-condos/calgary/call-for-availability-furn-all-inclusive-bachelor-suite/1480368081","CALL FOR AVAILABILITY - FURN ALL INCLUSIVE BACHELOR SUITE","$1,245.00","1211 7 St SW, Calgary, AB T2R 1A4, Canada(View Map)","null","null","Phone Leasing at 403-269-9033 for availability and to set up your Viewing today.","488"
"1585066769-501","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","1","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Top floor 2 bedroom suite, balcony, Park view, 2 min walk to LRT","https://www.kijiji.ca/v-apartments-condos/calgary/top-floor-2-bedroom-suite-balcony-park-view-2-min-walk-to-lrt/1493771445","Top floor 2 bedroom suite, balcony, Park view, 2 min walk to LRT","$1,250.00","620 10 St NW, Calgary, AB T2N 1W3, Canada(View Map)","null","null","Bright and sunny, large 2 bedrooms inner city apartment in the heart of Kensington! Perfect location across from spectacular Riley Park and just a block away from Sunnyside Train Station, Safeway, coffee shops, bakeries, SAIT and other amenities. All seconds away from your place. You have some of the best bike paths with direct access to the Bow River and Prince's Island Park.
Some features of this beautiful apartment:
great building with mature, professional residents - very rare vacancy
sunny and bright living space including an oversized balcony overlooking Riley Park
open concept floor plan, large 2 bedrooms with double closets and storage space
kitchen with Fridge, Stove, and plenty of cupboard space
clean, inviting and roomy
shared bicycle storage shed
coin/shared laundry
designated parking spot available for extra $50 per month
adult only, non smoking, no pets building","900"
